Testing numbers_000001.png . . . 32223324 → 32223364 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001845.png . . . 548149 → 548149 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001846.png . . . 4979880 → 4979080 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001847.png . . . 003 → 003 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001848.png . . . 41013121 → 41013121 | 8/8 · 100.00% | [CORRECT]
Testing numbers_001849.png . . . 9643 → 9643 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001850.png . . . 7540124 → 2540129 | 5/7 · 71.43% | [WRONG]
Testing numbers_001851.png . . . 470 → 420 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001852.png . . . 2691 → 2681 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001853.png . . . 68327 → 68327 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001854.png . . . 658244 → 658244 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001855.png . . . 01207336 → 01202336 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001856.png . . . 59694 → 54694 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001857.png . . . 7679 → 2629 | 2/4 · 50.00% | [WRONG]
Testing numbers_001858.png . . . 83602 → 83602 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001859.png . . . 09858513 → 098585122 | 6/8 · 75.00% | [WRONG]
Testing numbers_001860.png . . . 10157 → 60857 | 3/5 · 60.00% | [WRONG]
Testing numbers_001861.png . . . 74441691 → 34441631 | 6/8 · 75.00% | [WRONG]
Testing numbers_001862.png . . . 098834 → 098034 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001863.png . . . 385344 → 385344 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001864.png . . . 5243324 → 5243324 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001865.png . . . 6745434 → 645434 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001866.png . . . 01684248 → 01684298 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001867.png . . . 508085 → 805085 | 4/6 · 66.67% | [WRONG]
Testing numbers_001868.png . . . 13392 → 13342 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001869.png . . . 378165 → 318165 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001870.png . . . 132538 → 132538 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001871.png . . . 52989 → 52989 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001872.png . . . 1639 → 1639 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001873.png . . . 37138202 → 37138202 | 8/8 · 100.00% | [CORRECT]
Testing numbers_001874.png . . . 7330778 → 7330228 | 5/7 · 71.43% | [WRONG]
Testing numbers_001875.png . . . 3030314 → 3030314 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001876.png . . . 40050164 → 40050164 | 8/8 · 100.00% | [CORRECT]
Testing numbers_001877.png . . . 9256 → 9256 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001878.png . . . 4007 → 4002 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001879.png . . . 983218 → 983218 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001880.png . . . 44819 → 44808 | 3/5 · 60.00% | [WRONG]
Testing numbers_001881.png . . . 5645593 → 5645543 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001882.png . . . 2215817 → 2215017 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001883.png . . . 6395 → 6348 | 2/4 · 50.00% | [WRONG]
Testing numbers_001884.png . . . 22471027 → 22431027 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001885.png . . . 806928 → 806828 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001886.png . . . 95739382 → 85339382 | 6/8 · 75.00% | [WRONG]
Testing numbers_001887.png . . . 201 → 201 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001888.png . . . 86124 → 06124 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001889.png . . . 721 → 231 | 1/3 · 33.33% | [WRONG]
Testing numbers_001890.png . . . 22082221 → 22082221 | 8/8 · 100.00% | [CORRECT]
Testing numbers_001891.png . . . 497 → 482 | 1/3 · 33.33% | [WRONG]
Testing numbers_001892.png . . . 097968 → 082968 | 4/6 · 66.67% | [WRONG]
Testing numbers_001893.png . . . 289405 → 288405 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001894.png . . . 8765 → 3765 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001895.png . . . 2282804 → 2282304 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001896.png . . . 2780861 → 2280161 | 5/7 · 71.43% | [WRONG]
Testing numbers_001897.png . . . 11348 → 18348 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001898.png . . . 671904 → 671808 | 4/6 · 66.67% | [WRONG]
Testing numbers_001899.png . . . 517015 → 512015 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001900.png . . . 1955283 → 1950283 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001901.png . . . 4450660 → 4450660 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001902.png . . . 95719296 → 45818296 | 5/8 · 62.50% | [WRONG]
Testing numbers_001903.png . . . 119 → 119 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001904.png . . . 0212924 → 0212724 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001905.png . . . 4045081 → 4045051 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001906.png . . . 35946 → 35946 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001907.png . . . 92037 → 82032 | 3/5 · 60.00% | [WRONG]
Testing numbers_001908.png . . . 88117751 → 88112751 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001909.png . . . 7282 → 7682 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001910.png . . . 16989 → 16988 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001911.png . . . 72058304 → 72058304 | 8/8 · 100.00% | [CORRECT]
Testing numbers_001912.png . . . 0642617 → 0642612 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001913.png . . . 4978194 → 4778174 | 5/7 · 71.43% | [WRONG]
Testing numbers_001914.png . . . 925 → 825 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001915.png . . . 27407 → 27407 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001916.png . . . 79394926 → 24394926 | 6/8 · 75.00% | [WRONG]
Testing numbers_001917.png . . . 18345203 → 18345203 | 8/8 · 100.00% | [CORRECT]
Testing numbers_001918.png . . . 16494 → 16494 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001919.png . . . 830579 → 830528 | 4/6 · 66.67% | [WRONG]
Testing numbers_001920.png . . . 243046 → 243045 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001921.png . . . 63664481 → 63664481 | 8/8 · 100.00% | [CORRECT]
Testing numbers_001922.png . . . 581458 → 581458 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001923.png . . . 953421 → 953421 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001924.png . . . 89012558 → 88012558 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001925.png . . . 82833 → 82833 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001926.png . . . 32845370 → 32845370 | 8/8 · 100.00% | [CORRECT]
Testing numbers_001927.png . . . 4978580 → 4938580 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001928.png . . . 19241 → 17241 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001929.png . . . 87269798 → 82268798 | 6/8 · 75.00% | [WRONG]
Testing numbers_001930.png . . . 26431 → 26431 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001931.png . . . 8828888 → 8823888 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001932.png . . . 459 → 459 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001933.png . . . 50490 → 58480 | 3/5 · 60.00% | [WRONG]
Testing numbers_001934.png . . . 670691 → 620691 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001935.png . . . 844 → 844 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001936.png . . . 44525214 → 47225218 | 5/8 · 62.50% | [WRONG]
Testing numbers_001937.png . . . 5037 → 5032 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001938.png . . . 4025306 → 4025306 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001939.png . . . 1643068 → 1643068 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001940.png . . . 11755964 → 11755768 | 6/8 · 75.00% | [WRONG]
Testing numbers_001941.png . . . 6124 → 6128 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001942.png . . . 06250 → 26250 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001943.png . . . 24820171 → 24820171 | 8/8 · 100.00% | [CORRECT]
Testing numbers_001944.png . . . 48933435 → 48833235 | 6/8 · 75.00% | [WRONG]
Testing numbers_001945.png . . . 411958 → 411858 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001946.png . . . 6052276 → 6050276 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001947.png . . . 7457 → 2457 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001948.png . . . 2713670 → 2713630 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001949.png . . . 40406132 → 40406132 | 8/8 · 100.00% | [CORRECT]
Testing numbers_001950.png . . . 9373 → 7323 | 2/4 · 50.00% | [WRONG]
Testing numbers_001951.png . . . 77671102 → 28671102 | 6/8 · 75.00% | [WRONG]
Testing numbers_001952.png . . . 320 → 320 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001953.png . . . 36779922 → 36729822 | 6/8 · 75.00% | [WRONG]
Testing numbers_001954.png . . . 0267 → 0267 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001955.png . . . 34099836 → 34089836 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001956.png . . . 106 → 106 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001957.png . . . 73771854 → 23221854 | 5/8 · 62.50% | [WRONG]
Testing numbers_001958.png . . . 2283 → 2283 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001959.png . . . 75342954 → 28342954 | 6/8 · 75.00% | [WRONG]
Testing numbers_001960.png . . . 24680675 → 24680628 | 6/8 · 75.00% | [WRONG]
Testing numbers_001961.png . . . 590518 → 540518 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001962.png . . . 135389 → 135388 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001963.png . . . 4902820 → 4702820 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001964.png . . . 515961 → 010861 | 3/6 · 50.00% | [WRONG]
Testing numbers_001965.png . . . 113558 → 113358 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001966.png . . . 25612874 → 25612871 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001967.png . . . 9112 → 9112 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001968.png . . . 6621631 → 0621631 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001969.png . . . 5952586 → 5852586 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001970.png . . . 997492 → 972492 | 4/6 · 66.67% | [WRONG]
Testing numbers_001971.png . . . 702 → 702 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001972.png . . . 39588 → 390288 | 3/5 · 60.00% | [WRONG]
Testing numbers_001973.png . . . 89952 → 8490 | 2/5 · 40.00% | [WRONG]
Testing numbers_001974.png . . . 69871 → 68821 | 3/5 · 60.00% | [WRONG]
Testing numbers_001975.png . . . 4340192 → 1540182 | 4/7 · 57.14% | [WRONG]
Testing numbers_001976.png . . . 8195 → 8185 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001977.png . . . 326998 → 326928 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001978.png . . . 80058 → 80053 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001979.png . . . 0574502 → 0524502 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001980.png . . . 6733106 → 6733106 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001981.png . . . 44345 → 74345 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001982.png . . . 590158 → 580158 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001983.png . . . 47432 → 43432 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001984.png . . . 1974309 → 1976308 | 5/7 · 71.43% | [WRONG]
Testing numbers_001985.png . . . 7606998 → 2606888 | 4/7 · 57.14% | [WRONG]
Testing numbers_001986.png . . . 7873221 → 7873221 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001987.png . . . 04780595 → 04280585 | 6/8 · 75.00% | [WRONG]
Testing numbers_001988.png . . . 39807 → 38802 | 3/5 · 60.00% | [WRONG]
Testing numbers_001989.png . . . 9384383 → 9384383 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001990.png . . . 7871 → 2871 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001991.png . . . 4909628 → 4809668 | 5/7 · 71.43% | [WRONG]
Testing numbers_001992.png . . . 67957204 → 67967204 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001993.png . . . 09159 → 04189 | 3/5 · 60.00% | [WRONG]
Testing numbers_001994.png . . . 168 → 108 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001995.png . . . 5360277 → 5360277 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001996.png . . . 833005 → 833305 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001997.png . . . 315 → 314043 | 0/3 · 0.00% | [WRONG]
Testing numbers_001998.png . . . 6420 → 6420 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001999.png . . . 325 → 325 | 3/3 · 100.00% | [CORRECT]
Testing numbers_002000.png . . . 2341955 → 2341955 | 7/7 · 100.00% | [CORRECT]

--------------------------------------------------
SUMMARY:
  Model                     : RBF SVM
  Total Tested              : 2000

  Character Accuracy        : 82.39%
  Character Error Rate      : 17.61%
  Average Edit Distance     : 0.99

  Failed/Wrong              : 505
  Near Match                : 763
  Correct                   : 732
  Success Rate              : 36.60%

  Near Match + Correct Rate : 74.75%
--------------------------------------------------
