Testing numbers_000001.png . . . 32223324 → 38227364 | 5/8 · 62.50% | [WRONG]
Testing numbers_001861.png . . . 74441691 → 34441641 | 6/8 · 75.00% | [WRONG]
Testing numbers_001862.png . . . 098834 → 098038 | 4/6 · 66.67% | [WRONG]
Testing numbers_001863.png . . . 385344 → 325344 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001864.png . . . 5243324 → 8243324 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001865.png . . . 6745434 → 645434 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001866.png . . . 01684248 → 01688288 | 6/8 · 75.00% | [WRONG]
Testing numbers_001867.png . . . 508085 → 805085 | 4/6 · 66.67% | [WRONG]
Testing numbers_001868.png . . . 13392 → 13347 | 3/5 · 60.00% | [WRONG]
Testing numbers_001869.png . . . 378165 → 388165 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001870.png . . . 132538 → 132538 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001871.png . . . 52989 → 52989 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001872.png . . . 1639 → 8639 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001873.png . . . 37138202 → 37138202 | 8/8 · 100.00% | [CORRECT]
Testing numbers_001874.png . . . 7330778 → 3330228 | 4/7 · 57.14% | [WRONG]
Testing numbers_001875.png . . . 3030314 → 3030384 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001876.png . . . 40050164 → 20050864 | 6/8 · 75.00% | [WRONG]
Testing numbers_001877.png . . . 9256 → 8206 | 2/4 · 50.00% | [WRONG]
Testing numbers_001878.png . . . 4007 → 9002 | 2/4 · 50.00% | [WRONG]
Testing numbers_001879.png . . . 983218 → 781218 | 4/6 · 66.67% | [WRONG]
Testing numbers_001880.png . . . 44819 → 44808 | 3/5 · 60.00% | [WRONG]
Testing numbers_001881.png . . . 5645593 → 8645543 | 5/7 · 71.43% | [WRONG]
Testing numbers_001882.png . . . 2215817 → 5215088 | 3/7 · 42.86% | [WRONG]
Testing numbers_001883.png . . . 6395 → 6348 | 2/4 · 50.00% | [WRONG]
Testing numbers_001884.png . . . 22471027 → 22431027 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001885.png . . . 806928 → 601838 | 2/6 · 33.33% | [WRONG]
Testing numbers_001886.png . . . 95739382 → 85339382 | 6/8 · 75.00% | [WRONG]
Testing numbers_001887.png . . . 201 → 208 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001888.png . . . 86124 → 06124 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001889.png . . . 721 → 831 | 1/3 · 33.33% | [WRONG]
Testing numbers_001890.png . . . 22082221 → 22502221 | 6/8 · 75.00% | [WRONG]
Testing numbers_001891.png . . . 497 → 488 | 1/3 · 33.33% | [WRONG]
Testing numbers_001892.png . . . 097968 → 088568 | 3/6 · 50.00% | [WRONG]
Testing numbers_001893.png . . . 289405 → 288805 | 4/6 · 66.67% | [WRONG]
Testing numbers_001894.png . . . 8765 → 3925 | 1/4 · 25.00% | [WRONG]
Testing numbers_001895.png . . . 2282804 → 2282504 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001896.png . . . 2780861 → 2880251 | 4/7 · 57.14% | [WRONG]
Testing numbers_001897.png . . . 11348 → 11348 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001898.png . . . 671904 → 671808 | 4/6 · 66.67% | [WRONG]
Testing numbers_001899.png . . . 517015 → 517015 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001900.png . . . 1955283 → 1950283 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001901.png . . . 4450660 → 9400660 | 5/7 · 71.43% | [WRONG]
Testing numbers_001902.png . . . 95719296 → 95818236 | 5/8 · 62.50% | [WRONG]
Testing numbers_001903.png . . . 119 → 114 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001904.png . . . 0212924 → 0212724 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001905.png . . . 4045081 → 4045051 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001906.png . . . 35946 → 35946 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001907.png . . . 92037 → 82038 | 3/5 · 60.00% | [WRONG]
Testing numbers_001908.png . . . 88117751 → 08113351 | 5/8 · 62.50% | [WRONG]
Testing numbers_001909.png . . . 7282 → 3682 | 2/4 · 50.00% | [WRONG]
Testing numbers_001910.png . . . 16989 → 86758 | 1/5 · 20.00% | [WRONG]
Testing numbers_001911.png . . . 72058304 → 31058304 | 6/8 · 75.00% | [WRONG]
Testing numbers_001912.png . . . 0642617 → 0642613 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001913.png . . . 4978194 → 4778174 | 5/7 · 71.43% | [WRONG]
Testing numbers_001914.png . . . 925 → 825 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001915.png . . . 27407 → 23407 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001916.png . . . 79394926 → 24384925 | 4/8 · 50.00% | [WRONG]
Testing numbers_001917.png . . . 18345203 → 18345203 | 8/8 · 100.00% | [CORRECT]
Testing numbers_001918.png . . . 16494 → 15484 | 3/5 · 60.00% | [WRONG]
Testing numbers_001919.png . . . 830579 → 830588 | 4/6 · 66.67% | [WRONG]
Testing numbers_001920.png . . . 243046 → 243086 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001921.png . . . 63664481 → 63664481 | 8/8 · 100.00% | [CORRECT]
Testing numbers_001922.png . . . 581458 → 881458 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001923.png . . . 953421 → 753421 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001924.png . . . 89012558 → 88012358 | 6/8 · 75.00% | [WRONG]
Testing numbers_001925.png . . . 82833 → 82833 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001926.png . . . 32845370 → 32845370 | 8/8 · 100.00% | [CORRECT]
Testing numbers_001927.png . . . 4978580 → 4938880 | 5/7 · 71.43% | [WRONG]
Testing numbers_001928.png . . . 19241 → 17241 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001929.png . . . 87269798 → 82268798 | 6/8 · 75.00% | [WRONG]
Testing numbers_001930.png . . . 26431 → 66431 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001931.png . . . 8828888 → 8823188 | 5/7 · 71.43% | [WRONG]
Testing numbers_001932.png . . . 459 → 453 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001933.png . . . 50490 → 38780 | 1/5 · 20.00% | [WRONG]
Testing numbers_001934.png . . . 670691 → 080691 | 4/6 · 66.67% | [WRONG]
Testing numbers_001935.png . . . 844 → 898 | 1/3 · 33.33% | [WRONG]
Testing numbers_001936.png . . . 44525214 → 97525218 | 5/8 · 62.50% | [WRONG]
Testing numbers_001937.png . . . 5037 → 5052 | 2/4 · 50.00% | [WRONG]
Testing numbers_001938.png . . . 4025306 → 4026306 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001939.png . . . 1643068 → 1643068 | 7/7 · 100.00% | [CORRECT]
Testing numbers_001940.png . . . 11755964 → 11785169 | 5/8 · 62.50% | [WRONG]
Testing numbers_001941.png . . . 6124 → 6128 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001942.png . . . 06250 → 06230 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001943.png . . . 24820171 → 24820171 | 8/8 · 100.00% | [CORRECT]
Testing numbers_001944.png . . . 48933435 → 88833435 | 6/8 · 75.00% | [WRONG]
Testing numbers_001945.png . . . 411958 → 411158 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001946.png . . . 6052276 → 6030276 | 5/7 · 71.43% | [WRONG]
Testing numbers_001947.png . . . 7457 → 2853 | 1/4 · 25.00% | [WRONG]
Testing numbers_001948.png . . . 2713670 → 2313630 | 5/7 · 71.43% | [WRONG]
Testing numbers_001949.png . . . 40406132 → 80406132 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001950.png . . . 9373 → 7333 | 2/4 · 50.00% | [WRONG]
Testing numbers_001951.png . . . 77671102 → 83631102 | 5/8 · 62.50% | [WRONG]
Testing numbers_001952.png . . . 320 → 320 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001953.png . . . 36779922 → 36389822 | 5/8 · 62.50% | [WRONG]
Testing numbers_001954.png . . . 0267 → 0267 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001955.png . . . 34099836 → 34079836 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001956.png . . . 106 → 106 | 3/3 · 100.00% | [CORRECT]
Testing numbers_001957.png . . . 73771854 → 83821054 | 4/8 · 50.00% | [WRONG]
Testing numbers_001958.png . . . 2283 → 2283 | 4/4 · 100.00% | [CORRECT]
Testing numbers_001959.png . . . 75342954 → 85342334 | 5/8 · 62.50% | [WRONG]
Testing numbers_001960.png . . . 24680675 → 24680628 | 6/8 · 75.00% | [WRONG]
Testing numbers_001961.png . . . 590518 → 590518 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001962.png . . . 135389 → 135388 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001963.png . . . 4902820 → 4702820 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001964.png . . . 515961 → 010861 | 3/6 · 50.00% | [WRONG]
Testing numbers_001965.png . . . 113558 → 113858 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001966.png . . . 25612874 → 25612878 | 7/8 · 87.50% | [NEAR MATCH]
Testing numbers_001967.png . . . 9112 → 8112 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001968.png . . . 6621631 → 5661638 | 4/7 · 57.14% | [WRONG]
Testing numbers_001969.png . . . 5952586 → 0852586 | 5/7 · 71.43% | [WRONG]
Testing numbers_001970.png . . . 997492 → 918492 | 4/6 · 66.67% | [WRONG]
Testing numbers_001971.png . . . 702 → 302 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001972.png . . . 39588 → 390288 | 3/5 · 60.00% | [WRONG]
Testing numbers_001973.png . . . 89952 → 8497 | 2/5 · 40.00% | [WRONG]
Testing numbers_001974.png . . . 69871 → 68881 | 3/5 · 60.00% | [WRONG]
Testing numbers_001975.png . . . 4340192 → 7540182 | 4/7 · 57.14% | [WRONG]
Testing numbers_001976.png . . . 8195 → 8185 | 3/4 · 75.00% | [NEAR MATCH]
Testing numbers_001977.png . . . 326998 → 326988 | 5/6 · 83.33% | [NEAR MATCH]
Testing numbers_001978.png . . . 80058 → 80058 | 5/5 · 100.00% | [CORRECT]
Testing numbers_001979.png . . . 0574502 → 0524505 | 5/7 · 71.43% | [WRONG]
Testing numbers_001980.png . . . 6733106 → 6733006 | 6/7 · 85.71% | [NEAR MATCH]
Testing numbers_001981.png . . . 44345 → 74345 | 4/5 · 80.00% | [NEAR MATCH]
Testing numbers_001982.png . . . 590158 → 580858 | 4/6 · 66.67% | [WRONG]
Testing numbers_001983.png . . . 47432 → 83432 | 3/5 · 60.00% | [WRONG]
Testing numbers_001984.png . . . 1974309 → 1334308 | 4/7 · 57.14% | [WRONG]
Testing numbers_001985.png . . . 7606998 → 3606888 | 4/7 · 57.14% | [WRONG]
Testing numbers_001986.png . . . 7873221 → 3833221 | 5/7 · 71.43% | [WRONG]
Testing numbers_001987.png . . . 04780595 → 04380585 | 6/8 · 75.00% | [WRONG]
Testing numbers_001988.png . . . 39807 → 38808 | 3/5 · 60.00% | [WRONG]
Testing numbers_001989.png . . . 9384383 → 4386380 | 4/7 · 57.14% | [WRONG]
Testing numbers_001990.png . . . 7871 → 8831 | 2/4 · 50.00% | [WRONG]
Testing numbers_001991.png . . . 4909628 → 4888668 | 3/7 · 42.86% | [WRONG]
Testing numbers_001992.png . . . 67957204 → 67363274 | 4/8 · 50.00% | [WRONG]
Testing numbers_001993.png . . . 09159 → 04858 | 2/5 · 40.00% | [WRONG]
Testing numbers_001994.png . . . 168 → 108 | 2/3 · 66.67% | [NEAR MATCH]
Testing numbers_001995.png . . . 5360277 → 5565232 | 3/7 · 42.86% | [WRONG]
Testing numbers_001996.png . . . 833005 → 833005 | 6/6 · 100.00% | [CORRECT]
Testing numbers_001997.png . . . 315 → 314943 | 0/3 · 0.00% | [WRONG]
Testing numbers_001998.png . . . 6420 → 8220 | 2/4 · 50.00% | [WRONG]
Testing numbers_001999.png . . . 325 → 325 | 3/3 · 100.00% | [CORRECT]
Testing numbers_002000.png . . . 2341955 → 2348355 | 5/7 · 71.43% | [WRONG]

--------------------------------------------------
SUMMARY:
  Model                     : Logistic Regression
  Total Tested              : 2000

  Character Accuracy        : 71.36%
  Character Error Rate      : 28.64%
  Average Edit Distance     : 1.61

  Failed/Wrong              : 970
  Near Match                : 693
  Correct                   : 337
  Success Rate              : 16.85%

  Near Match + Correct Rate : 51.50%
--------------------------------------------------
